time,predicted_position,filtered_position,position_error
0.5,-4.16274,-2.06088,3.77
1,-1.64384,-0.804078,1.66826
1.5,-0.109112,0.268209,0.747959
2,1.08847,3.50447,4.91488
2.5,5.03652,5.16405,0.274149
3,6.72886,5.61902,-2.55398
3.5,6.93275,4.23275,-6.66495
4,4.99892,4.12439,-2.30734
4.5,4.72851,-0.313892,-14.128
5,-0.579587,-2.04645,-4.33099
5.5,-2.5518,-3.02415,-1.45778
6,-3.60371,-3.72143,-0.376744
6.5,-4.31901,-3.04664,4.19114
7,-3.45264,-1.10071,7.92089
7.5,-1.15571,1.53233,9.20329
8,1.87697,2.21567,1.1734
8.5,2.61062,3.6437,3.60809
9,4.19227,3.16597,-3.60358
9.5,3.56168,1.18678,-8.36668
10,1.22813,-0.855729,-7.35582
10.5,-1.12577,-1.54081,-1.46661
11,-1.87295,-2.77517,-3.18993
11.5,-3.24241,-3.07604,0.588356
12,-3.51835,-2.17823,4.73968
12.5,-2.41971,-0.655678,6.23907
13,-0.632783,0.320766,3.37252
13.5,0.486574,2.54198,7.26963
14,3.01583,4.08478,3.78075
14.5,4.71881,2.27356,-8.64881
15,2.54119,1.03006,-5.34499
15.5,1.07127,-0.964026,-7.19929
16,-1.22777,-2.38876,-4.10684
16.5,-2.82645,-2.48454,1.2095
17,-2.87101,-1.49308,4.87447
17.5,-1.6731,-0.46559,4.27172
18,-0.46471,-0.564163,-0.351832
18.5,-0.578183,0.00781417,2.07308
19,0.0815858,2.25153,7.67668
19.5,2.6504,1.35269,-4.59095
20,1.55714,2.34374,2.78282
20.5,2.66604,1.35428,-4.64069
21,1.48005,-1.54015,-10.6848
21.5,-1.86685,-1.89662,-0.105311
22,-2.22779,-2.42499,-0.69767
22.5,-2.7857,0.128748,10.3107
23,0.204672,0.0265777,-0.630055
23.5,0.0758201,1.15355,3.81276
24,1.36426,0.889726,-1.67878
24.5,1.02934,-0.523635,-5.49406
25,-0.616684,-0.171146,1.57621
25.5,-0.197447,0.936933,4.01318
26,1.08058,0.31061,-2.72398
26.5,0.338904,-0.651298,-3.50311
27,-0.771353,-0.333043,1.55064
27.5,-0.387432,-1.57325,-4.19516
28,-1.8053,0.320662,7.52116
28.5,0.407122,1.00535,2.11638
29,1.18143,2.4195,4.38001
29.5,2.78107,0.640098,-7.57426
30,0.680912,-1.37441,-7.27128
30.5,-1.64152,-0.980863,2.33726
31,-1.14899,-2.40932,-4.45874
31.5,-2.76627,-0.728432,7.2094
32,-0.780079,0.690186,5.20146
32.5,0.85881,0.505353,-1.25045
33,0.621023,0.644855,0.0843126
33.5,0.764096,0.983931,0.777724
34,1.13611,1.90144,2.70756
34.5,2.16827,1.41112,-2.67863
35,1.56452,0.388721,-4.15971
35.5,0.365968,-0.465037,-2.93991
36,-0.61229,-3.32478,-9.59616
36.5,-3.87841,-3.17728,2.48043
37,-3.62587,-1.71477,6.76103
37.5,-1.87704,0.216189,7.40537
38,0.367517,1.38433,3.59726
38.5,1.688,2.71966,3.64979
39,3.17789,2.83289,-1.22052
39.5,3.23943,1.29874,-6.86571
40,1.41453,1.26712,-0.521514
40.5,1.36083,-0.124239,-5.25382
41,-0.253021,-1.77307,-5.37759
41.5,-2.12958,-3.52519,-4.93734
42,-4.09079,-2.68389,4.9773
42.5,-3.0387,-2.49536,1.92223
43,-2.76878,-0.29488,8.75208
43.5,-0.197665,2.08102,8.06148
44,2.51963,3.47881,3.39339
44.5,4.06112,3.17316,-3.14138
45,3.62244,2.03019,-5.633
45.5,2.24092,1.67399,-2.00567
46,1.79978,-1.47558,-11.5875
46.5,-1.84049,-2.00688,-0.588619
47,-2.39671,-2.78341,-1.36804
47.5,-3.23118,-2.84629,1.36167
48,-3.2364,-1.56883,5.89948
48.5,-1.70911,0.493103,7.79091
49,0.682753,2.18592,5.31786
49.5,2.60077,2.65099,0.177689
50,3.07337,2.85687,-0.765918
50.5,3.24681,2.7371,-1.80323
51,3.05068,0.537932,-8.88951
51.5,0.475056,-1.52073,-7.06063
52,-1.88261,-1.61358,0.951744
52.5,-1.93516,-4.0428,-7.45634
53,-4.68013,-2.46777,7.82682
53.5,-2.77366,-0.7314,7.22504
54,-0.731321,0.849566,5.59282
54.5,1.08649,2.15158,3.76805
55,2.54807,1.82196,-2.56881
55.5,2.10967,2.25401,0.510623
56,2.56334,0.572347,-7.04368
56.5,0.583395,-0.0738617,-2.32522
57,-0.161282,0.30585,1.65261
57.5,0.288414,-1.92381,-7.82635
58,-2.27268,-2.39999,-0.450402
58.5,-2.76793,-1.44225,4.68996
59,-1.61158,-0.995425,2.17981
59.5,-1.07244,1.09594,7.67124
60,1.34378,1.939,2.10575
60.5,2.27601,2.18582,-0.319102
61,2.50932,0.0774021,-8.60356
61.5,0.0365619,-0.780187,-2.88947
62,-0.94339,-0.501129,1.56462
62.5,-0.598074,-0.435442,0.575355
63,-0.508022,-0.329256,0.632432
63.5,-0.375054,0.466435,2.977
64,0.546707,-0.372677,-3.25257
64.5,-0.430145,-1.07544,-2.28289
65,-1.22958,1.08326,8.18229
65.5,1.27562,0.69459,-2.05554
66,0.799901,1.22714,1.51148
66.5,1.39646,-0.737163,-7.54828
67,-0.887497,-0.982113,-0.334731
67.5,-1.14662,-2.06905,-3.26333
68,-2.37175,-1.24136,3.99905
68.5,-1.37472,1.89359,11.5625
69,2.24988,1.496,-2.66706
69.5,1.73935,1.87437,0.477679
70,2.13795,0.400503,-6.14669
70.5,0.403783,0.159549,-0.864045
71,0.126238,-1.12953,-4.44264
71.5,-1.35098,-0.670504,2.40737
72,-0.790004,-0.474812,1.11508
72.5,-0.547091,-2.2218,-5.92474
73,-2.54498,-1.8506,2.45655
73.5,-2.06975,-0.427577,5.80964
74,-0.400701,1.18671,5.61591
74.5,1.45141,2.84838,4.94217
75,3.32237,3.4831,0.568624
75.5,3.98117,2.05829,-6.80271
76,2.26828,-0.565696,-10.026
76.5,-0.780285,-2.11707,-4.72925
77,-2.53194,-1.88477,2.28952
77.5,-2.20268,-2.79085,-2.08082
78,-3.19688,-1.88391,4.645
78.5,-2.09323,-0.613488,5.23497
79,-0.601118,-0.195406,1.43532
79.5,-0.122253,1.34046,5.17475
80,1.63275,3.63848,7.09581
80.5,4.23127,3.37011,-3.04656
81,3.83388,2.38318,-5.13227
81.5,2.6296,-0.0487494,-9.4754
82,-0.203584,-1.9297,-6.10659
82.5,-2.34313,-3.40587,-3.75972
83,-3.97852,-4.06943,-0.321623
83.5,-4.6557,-1.01315,12.8865
84,-1.0537,-1.31027,-0.907667
84.5,-1.38926,0.946671,8.26399
85,1.21764,2.73451,5.36635
85.5,3.23273,2.86229,-1.31056
86,3.30501,2.91453,-1.38144
86.5,3.29875,1.79268,-5.32811
87,1.95127,0.207094,-6.17051
87.5,0.104375,-2.12208,-7.87668
88,-2.55836,-3.3325,-2.73874
88.5,-3.88476,-2.73266,4.07585
89,-3.11232,-2.03754,3.80232
89.5,-2.25618,-1.36249,3.16166
90,-1.44724,1.65094,10.9606
90.5,2.03035,1.49276,-1.90188
91,1.79163,2.4887,2.46607
91.5,2.892,2.30305,-2.08359
92,2.61812,0.606515,-7.11658
92.5,0.620212,-0.803552,-5.03695
93,-1.00316,-2.47595,-5.21038
93.5,-2.8962,-1.54279,4.78805
94,-1.76028,-2.24636,-1.71962
94.5,-2.53667,-1.27725,4.45556
95,-1.37888,0.115665,5.28735
95.5,0.237942,0.733532,1.75328
96,0.930057,1.11244,0.645241
96.5,1.33629,2.47125,4.0152
97,2.86513,1.88712,-3.45996
97.5,2.13449,0.098134,-7.20415
98,0.0404166,-0.902024,-3.33414
98.5,-1.10093,-1.59373,-1.74339
99,-1.86647,-1.59895,0.946428
99.5,-1.83161,-0.64342,4.20354
